@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureTreeSize numeric
@attribute measureNumRules numeric

@data

segment,1,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20160817.1417,2079,231,223,8,0,96.536797,3.463203,0,0.959596,0.013434,0.090808,5.485519,25.950609,648.498987,40.322591,608.176396,2.807355,0.174557,2.632798,620.308564,2.685318,22095.836875,1,33,0.015152,3,0.984848,195,0,0,0.916667,1,0.956522,0.950146,0.99977,0.997475,0.965368,0.005772,0.994228,0.034632,0.966634,0.965368,0.96519,0.959976,0.997136,0.977028,0.96519,0.965368,0.041,0.001,0.04,0,40,0,18893,395160,45888,98.268398,16.388374,?,63,?
vehicle,1,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20160817.1417,761,85,55,30,0,64.705882,35.294118,0,0.529433,0.178582,0.336213,47.643232,77.66364,169.911824,3299.274839,-3129.363015,1.998963,38.814998,-36.816035,101.55194,1.194729,5079.911172,0.380952,8,0.15625,10,0.84375,54,0.619048,13,0.444444,0.380952,0.410256,0.23721,0.829985,0.543473,0.647059,0.118816,0.881184,0.352941,0.644962,0.647059,0.643673,0.526885,0.865673,0.671019,0.646476,0.647059,0.016,0.001,0.02,0,20,0,14180,139930,17574,91.764706,45,?,61,?
vehicle,1,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20160817.1417,761,85,64,21,0,75.294118,24.705882,0,0.670725,0.156953,0.294193,41.872774,67.957188,169.911824,1138.425606,-968.513783,1.998963,13.393242,-11.39428,112.278405,1.320922,5616.478895,0.619048,13,0.140625,9,0.859375,55,0.380952,8,0.590909,0.619048,0.604651,0.471118,0.888021,0.641106,0.752941,0.082577,0.917423,0.247059,0.740559,0.752941,0.744753,0.664365,0.909739,0.777403,0.746798,0.752941,0.016,0,0.01,0,10,0,12682,139930,17574,97.647059,54.117647,?,53,?
vehicle,1,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20160817.1417,761,85,66,19,0,77.647059,22.352941,0,0.702194,0.159337,0.313614,42.508903,72.443324,169.911824,6497.822711,-6327.910888,1.998963,76.444973,-74.44601,109.820897,1.292011,5493.547497,0.714286,15,0.109375,7,0.890625,57,0.285714,6,0.681818,0.714286,0.697674,0.595675,0.806548,0.522034,0.776471,0.07388,0.92612,0.223529,0.777063,0.776471,0.768532,0.701806,0.87865,0.714288,0.769287,0.776471,0.216,0,0.02,0,20,0,15166,139930,17574,90.588235,42.941176,?,67,?
vehicle,1,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20160817.1417,761,85,62,23,0,72.941176,27.058824,0,0.639631,0.156576,0.29775,41.772163,68.77867,169.911824,2206.479741,-2036.567918,1.998963,25.958585,-23.959623,112.955435,1.328887,5650.345832,0.761905,16,0.21875,14,0.78125,50,0.238095,5,0.533333,0.761905,0.627451,0.490209,0.854911,0.538104,0.729412,0.090531,0.909469,0.270588,0.722941,0.729412,0.708981,0.63472,0.893105,0.714857,0.713533,0.729412,0.017,0.001,0.01,0,10,0,12370,139930,17574,97.647059,48.529412,?,51,?
vehicle,1,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20160817.1417,761,85,58,27,0,68.235294,31.764706,0,0.576803,0.182087,0.334648,48.578221,77.301974,169.911824,2230.234716,-2060.322892,1.998963,26.238055,-24.239093,100.1963,1.17878,5012.098316,0.619048,13,0.171875,11,0.828125,53,0.380952,8,0.541667,0.619048,0.577778,0.428454,0.795015,0.49334,0.682353,0.105266,0.894734,0.317647,0.670257,0.682353,0.668339,0.570839,0.870522,0.689836,0.669436,0.682353,0.018,0,0.01,0,10,0,12345,139930,17574,95.294118,51.764706,?,51,?
vehicle,1,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20160817.1417,761,85,64,21,0,75.294118,24.705882,0,0.670238,0.15918,0.301059,42.46685,69.543109,169.911824,5419.014671,-5249.102848,1.998963,63.753114,-61.754151,112.52484,1.323822,5628.806248,0.428571,9,0.046875,3,0.953125,61,0.571429,12,0.75,0.428571,0.545455,0.472787,0.795759,0.657658,0.752941,0.083577,0.916423,0.247059,0.762861,0.752941,0.743635,0.672957,0.89262,0.741643,0.744567,0.752941,0.016,0.001,0.02,0,20,0,10897,139930,17574,94.117647,45,?,43,?
vehicle,1,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20160817.1417,762,84,57,27,0,67.857143,32.142857,0,0.572801,0.184729,0.328267,49.292805,75.84495,167.830808,1157.005584,-989.174776,1.997986,13.773876,-11.77589,97.292634,1.158246,4866.577665,0.47619,10,0.15873,10,0.84127,53,0.52381,11,0.5,0.47619,0.487805,0.322749,0.795163,0.493599,0.678571,0.104051,0.895949,0.321429,0.674914,0.678571,0.664532,0.570464,0.878802,0.693982,0.665067,0.678571,0.019,0.001,0.02,0,20,0,14180,140111,17393,96.428571,52.97619,?,61,?
vehicle,1,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20160817.1417,762,84,58,26,0,69.047619,30.952381,0,0.587457,0.166553,0.33085,44.424349,76.406205,168.000776,3291.129435,-3123.12866,2.000009,39.180112,-37.180103,102.730014,1.222976,5139.116009,0.454545,10,0.145161,9,0.854839,53,0.545455,12,0.526316,0.454545,0.487805,0.325141,0.826979,0.672519,0.690476,0.104735,0.895265,0.309524,0.687682,0.690476,0.688008,0.584129,0.883395,0.719192,0.692654,0.690476,0.018,0,0.02,0,20,0,16714,140111,17393,94.047619,44.940476,?,75,?
vehicle,1,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20160817.1417,762,84,63,21,0,75,25,0,0.666541,0.139494,0.284489,37.206789,65.699512,168.000776,1131.485148,-963.484372,2.000009,13.470061,-11.470052,116.041345,1.381445,5805.021415,0.681818,15,0.129032,8,0.870968,54,0.318182,7,0.652174,0.681818,0.666667,0.545049,0.914223,0.72544,0.75,0.084637,0.915363,0.25,0.735503,0.75,0.74072,0.658867,0.920916,0.802865,0.743236,0.75,0.017,0.001,0.01,0,10,0,14592,140111,17393,97.619048,42.857143,?,63,?
vehicle,1,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20160817.1417,762,84,65,19,0,77.380952,22.619048,0,0.698127,0.132772,0.281678,35.418283,65.059491,167.951346,2202.848085,-2034.896739,1.999421,26.224382,-24.224961,118.404192,1.409574,5923.051786,0.619048,13,0.095238,6,0.904762,57,0.380952,8,0.684211,0.619048,0.65,0.54215,0.882842,0.664474,0.77381,0.075669,0.924331,0.22619,0.765815,0.77381,0.768315,0.695016,0.924908,0.806095,0.767884,0.77381,0.017,0.001,0.01,0,10,0,15241,140111,17393,95.238095,41.071429,?,67,?
wisconsin-breast-cancer,1,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,629,70,69,1,0,98.571429,1.428571,0,0.96861,0.016856,0.07481,3.733853,15.760367,64.928403,2.154642,62.773761,0.927549,0.030781,0.896768,62.658698,0.895124,6737.715396,0.978261,45,0,0,1,24,0.021739,1,1,0.978261,0.989011,0.969087,1,1,0.985714,0.007453,0.992547,0.014286,0.986286,0.985714,0.985782,0.969087,1,1,0.984301,0.985714,0.046,0.001,0.04,0,40,0,7735,70164,9233,100,52.857143,?,?,9
wisconsin-breast-cancer,1,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,629,70,64,6,0,91.428571,8.571429,0,0.805915,0.103584,0.274927,22.945374,57.91944,64.928403,35.010816,29.917587,0.927549,0.500155,0.427394,50.17212,0.716745,5395.028599,0.956522,44,0.166667,4,0.833333,20,0.043478,2,0.916667,0.956522,0.93617,0.807607,0.910326,0.914547,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.910326,0.902398,0.902868,0.914286,0.022,0,0.02,0,20,0,5943,70164,9233,94.285714,56.428571,?,?,4
wisconsin-breast-cancer,1,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,629,70,68,2,0,97.142857,2.857143,0,0.937833,0.050962,0.162488,11.28893,34.231686,64.928403,10.548757,54.379647,0.927549,0.150697,0.776852,58.318023,0.833115,6270.960826,0.956522,44,0,0,1,24,0.043478,2,1,0.956522,0.977778,0.939651,0.979167,0.985934,0.971429,0.014907,0.985093,0.028571,0.973626,0.971429,0.971683,0.939651,0.979167,0.965657,0.968889,0.971429,0.024,0,0.02,0,20,0,5944,70164,9233,100,67.142857,?,?,4
wisconsin-breast-cancer,1,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,629,70,66,4,0,94.285714,5.714286,0,0.878049,0.077907,0.228661,17.257601,48.172491,64.928403,20.058351,44.870052,0.927549,0.286548,0.641001,54.096058,0.772801,5816.971257,0.913043,42,0,0,1,24,0.086957,4,1,0.913043,0.954545,0.884652,0.958333,0.97771,0.942857,0.029814,0.970186,0.057143,0.95102,0.942857,0.943756,0.884652,0.958333,0.939847,0.938811,0.942857,0.02,0,0.02,0,20,0,6233,70164,9233,97.142857,57.857143,?,?,5
wisconsin-breast-cancer,1,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,629,70,64,6,0,91.428571,8.571429,0,0.817073,0.09945,0.272931,22.029535,57.498822,64.928403,28.950384,35.978019,0.927549,0.413577,0.513972,50.645665,0.72351,5445.949082,0.891304,41,0.041667,1,0.958333,23,0.108696,5,0.97619,0.891304,0.931818,0.823218,0.942482,0.954486,0.914286,0.064648,0.935352,0.085714,0.923129,0.914286,0.915634,0.823218,0.942482,0.920438,0.908217,0.914286,0.024,0,0.02,0,20,0,5876,70164,9233,98.571429,70,?,?,4
wisconsin-breast-cancer,1,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,629,70,69,1,0,98.571429,1.428571,0,0.967978,0.040143,0.131901,8.892333,27.787854,64.928403,10.452474,54.475929,0.927549,0.149321,0.778228,59.975011,0.856786,6449.13746,1,46,0.041667,1,0.958333,23,0,0,0.978723,1,0.989247,0.968475,0.979167,0.978723,0.985714,0.027381,0.972619,0.014286,0.986018,0.985714,0.985639,0.968475,0.979167,0.97663,0.983985,0.985714,0.03,0.001,0.03,0,30,0,6522,70164,9233,98.571429,56.428571,?,?,6
wisconsin-breast-cancer,1,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,629,70,67,3,0,95.714286,4.285714,0,0.907652,0.052123,0.171667,11.545902,36.165377,64.928403,8.895049,56.033354,0.927549,0.127072,0.800476,57.515227,0.821646,6184.635887,0.934783,43,0,0,1,24,0.065217,3,1,0.934783,0.966292,0.911547,0.994565,0.996083,0.957143,0.02236,0.97764,0.042857,0.961905,0.957143,0.957681,0.911547,0.994565,0.992212,0.953734,0.957143,0.036,0.001,0.03,0,30,0,7018,70164,9233,100,56.428571,?,?,7
wisconsin-breast-cancer,1,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,629,70,68,2,0,97.142857,2.857143,0,0.936594,0.046096,0.175158,10.210833,36.900973,64.928403,14.416828,50.511575,0.927549,0.205955,0.721594,58.652049,0.837886,6306.878828,0.978261,45,0.041667,1,0.958333,23,0.021739,1,0.978261,0.978261,0.978261,0.936594,0.96875,0.97192,0.971429,0.034834,0.965166,0.028571,0.971429,0.971429,0.971429,0.936594,0.96875,0.959255,0.968297,0.971429,0.026,0.001,0.02,0,20,0,6592,70164,9233,97.142857,50.714286,?,?,6
wisconsin-breast-cancer,1,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,629,70,67,3,0,95.714286,4.285714,0,0.90583,0.059301,0.203316,13.021733,42.415837,65.85904,19.497101,46.361938,0.940843,0.27853,0.662313,57.683015,0.824043,6212.490845,0.977778,44,0.08,2,0.92,23,0.022222,1,0.956522,0.977778,0.967033,0.906276,0.957333,0.955674,0.957143,0.059365,0.940635,0.042857,0.957169,0.957143,0.956941,0.906276,0.957333,0.951947,0.952904,0.957143,0.029,0,0.02,0,20,0,6730,70164,9233,97.142857,52.142857,?,?,6
wisconsin-breast-cancer,1,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,630,69,65,4,0,94.202899,5.797101,0,0.874659,0.071836,0.236448,15.864558,49.643722,64.317535,24.878747,39.438787,0.932138,0.360562,0.571577,54.30706,0.787059,5842.832281,0.933333,42,0.041667,1,0.958333,23,0.066667,3,0.976744,0.933333,0.954545,0.876382,0.941667,0.955106,0.942029,0.050362,0.949638,0.057971,0.944699,0.942029,0.94253,0.876382,0.941667,0.918312,0.937273,0.942029,0.029,0,0.03,0,30,0,7018,70273,9124,94.202899,50.724638,?,?,7
german_credit,1,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,900,100,66,34,0,66,34,0,0.105263,0.391802,0.481007,93.24673,104.964348,88.129157,96.301644,-8.172487,0.881292,0.963016,-0.081725,3.754341,0.037543,425.743241,0.828571,58,0.733333,22,0.266667,8,0.171429,12,0.725,0.828571,0.773333,0.109109,0.550476,0.723316,0.66,0.564762,0.435238,0.34,0.6275,0.66,0.637333,0.109109,0.550476,0.608836,0.546667,0.66,0.111,0,0.11,0,110,0,10749,181623,24023,100,100,?,?,6
german_credit,1,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,900,100,70,30,0,70,30,0,0.210526,0.382736,0.451544,91.089081,98.534969,88.129157,86.247574,1.881583,0.881292,0.862476,0.018816,7.213561,0.072136,818.019549,0.857143,60,0.666667,20,0.333333,10,0.142857,10,0.75,0.857143,0.8,0.218218,0.592857,0.743356,0.7,0.509524,0.490476,0.3,0.675,0.7,0.68,0.218218,0.592857,0.627996,0.6,0.7,0.059,0,0.05,0,50,0,9001,181623,24023,100,100,?,?,3
german_credit,1,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,900,100,84,16,0,84,16,0,0.61165,0.34266,0.394102,81.55135,86.000156,88.129157,70.360655,17.768502,0.881292,0.703607,0.177685,20.359754,0.203598,2308.801079,0.9,63,0.3,9,0.7,21,0.1,7,0.875,0.9,0.887324,0.612372,0.78,0.857686,0.84,0.24,0.76,0.16,0.8375,0.84,0.838368,0.612372,0.78,0.77363,0.805731,0.84,0.087,0.001,0.09,0,90,0,9164,181623,24023,100,100,?,?,3
german_credit,1,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,900,100,65,35,0,65,35,0,0.125,0.400891,0.468598,95.409829,102.256425,88.129157,91.17573,-3.046573,0.881292,0.911757,-0.030466,1.632722,0.016327,185.151075,0.785714,55,0.666667,20,0.333333,10,0.214286,15,0.733333,0.785714,0.758621,0.125988,0.570238,0.729954,0.65,0.530952,0.469048,0.35,0.633333,0.65,0.640125,0.125988,0.570238,0.619967,0.561129,0.65,0.068,0,0.06,0,60,0,9002,181623,24023,100,100,?,?,3
german_credit,1,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,900,100,74,26,0,74,26,0,0.301075,0.365846,0.434606,87.069333,94.838743,88.129157,81.4685,6.660657,0.881292,0.814685,0.066607,12.321477,0.123215,1397.258464,0.9,63,0.633333,19,0.366667,11,0.1,7,0.768293,0.9,0.828947,0.318079,0.638333,0.765195,0.74,0.473333,0.526667,0.26,0.721138,0.74,0.717763,0.318079,0.638333,0.667859,0.64364,0.74,0.101,0.001,0.1,0,100,0,9666,181623,24023,100,100,?,?,4
german_credit,1,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,900,100,76,24,0,76,24,0,0.340659,0.35688,0.428554,84.935675,93.5181,88.129157,80.218331,7.910826,0.881292,0.802183,0.079108,14.906589,0.149066,1690.410837,0.928571,65,0.633333,19,0.366667,11,0.071429,5,0.77381,0.928571,0.844156,0.369048,0.647381,0.770253,0.76,0.464762,0.535238,0.24,0.747917,0.76,0.734387,0.369048,0.647381,0.669963,0.661208,0.76,0.071,0.001,0.07,0,70,0,10107,181623,24023,100,100,?,?,5
german_credit,1,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,900,100,70,30,0,70,30,0,0.210526,0.380385,0.451328,90.529616,98.487741,88.129157,86.215395,1.913762,0.881292,0.862154,0.019138,7.710917,0.077109,874.419868,0.857143,60,0.666667,20,0.333333,10,0.142857,10,0.75,0.857143,0.8,0.218218,0.597619,0.744315,0.7,0.509524,0.490476,0.3,0.675,0.7,0.68,0.218218,0.597619,0.634354,0.6,0.7,0.047,0,0.05,0,50,0,9163,181623,24023,100,100,?,?,3
german_credit,1,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,900,100,62,38,0,62,38,0,0,0.414709,0.491103,98.69867,107.167369,88.129157,98.338822,-10.209664,0.881292,0.983388,-0.102097,-2.417003,-0.02417,-274.088759,0.8,56,0.8,24,0.2,6,0.2,14,0.7,0.8,0.746667,0,0.499524,0.699789,0.62,0.62,0.38,0.38,0.58,0.62,0.594667,0,0.499524,0.581852,0.493333,0.62,0.081,0.001,0.07,0,70,0,9540,181623,24023,100,100,?,?,4
german_credit,1,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,900,100,77,23,0,77,23,0,0.346591,0.368355,0.422295,87.666622,92.152173,88.129157,78.170749,9.958408,0.881292,0.781707,0.099584,13.266318,0.132663,1504.403775,0.957143,67,0.666667,20,0.333333,10,0.042857,3,0.770115,0.957143,0.853503,0.395812,0.641667,0.767413,0.77,0.479524,0.520476,0.23,0.76985,0.77,0.736987,0.395812,0.641667,0.670486,0.65931,0.77,0.057,0,0.06,0,60,0,9780,181623,24023,100,100,?,?,4
german_credit,1,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,900,100,73,27,0,73,27,0,0.25,0.377224,0.440584,89.77739,96.143225,88.129157,83.063641,5.065516,0.881292,0.830636,0.050655,9.733309,0.097333,1103.759592,0.914286,64,0.7,21,0.3,9,0.085714,6,0.752941,0.914286,0.825806,0.27501,0.610476,0.750387,0.73,0.515714,0.484286,0.27,0.707059,0.73,0.698065,0.27501,0.610476,0.650843,0.612903,0.73,0.095,0.001,0.1,0,100,0,9847,181623,24023,100,100,?,?,4
segment,1,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,2079,231,222,9,0,96.103896,3.896104,0,0.954545,0.017691,0.10368,7.223707,29.629075,648.498987,3259.740534,-2611.241547,2.807355,14.111431,-11.304076,613.066831,2.653969,21837.881142,0.969697,32,0.005051,1,0.994949,197,0.030303,1,0.969697,0.969697,0.969697,0.964646,0.989976,0.950839,0.961039,0.006494,0.993506,0.038961,0.961616,0.961039,0.960788,0.954671,0.986751,0.947052,0.960788,0.961039,0.484,0.002,0.48,0,480,0,12301,395160,45888,97.835498,17.068646,?,?,15
segment,1,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,2079,231,216,15,0,93.506494,6.493506,0,0.924242,0.021831,0.129195,8.914426,36.920462,648.498987,1151.252576,-502.753589,2.807355,4.983777,-2.176422,599.976289,2.5973,21371.58662,1,33,0.005051,1,0.994949,197,0,0,0.970588,1,0.985075,0.982693,0.997322,0.968861,0.935065,0.010823,0.989177,0.064935,0.935677,0.935065,0.93354,0.924007,0.985647,0.92398,0.93354,0.935065,0.65,0.001,0.65,0,650,0,12807,395160,45888,96.536797,16.573902,?,?,16
segment,1,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,2079,231,223,8,0,96.536797,3.463203,0,0.959596,0.013265,0.095913,5.416626,27.409507,648.498987,2183.955344,-1535.456357,2.807355,9.454352,-6.646997,620.216704,2.684921,22092.564736,1,33,0.005051,1,0.994949,197,0,0,0.970588,1,0.985075,0.982693,0.999847,0.998217,0.965368,0.005772,0.994228,0.034632,0.966547,0.965368,0.965328,0.959986,0.991298,0.95999,0.965328,0.965368,0.568,0.001,0.57,0,570,0,14306,395160,45888,97.835498,16.141002,?,?,18
segment,1,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,2079,231,219,12,0,94.805195,5.194805,0,0.939394,0.017957,0.120662,7.332408,34.482176,648.498987,5417.667164,-4769.168177,2.807355,23.453105,-20.64575,608.380139,2.63368,21670.937786,0.969697,32,0,0,1,198,0.030303,1,1,0.969697,0.984615,0.982255,0.997398,0.984622,0.948052,0.008658,0.991342,0.051948,0.950083,0.948052,0.947673,0.939975,0.97877,0.915328,0.947673,0.948052,0.8,0.002,0.8,0,800,0,15895,395160,45888,94.805195,14.594929,?,?,21
segment,1,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,2079,231,218,13,0,94.372294,5.627706,0,0.934343,0.020849,0.124895,8.513229,35.691615,648.498987,5421.491599,-4772.992612,2.807355,23.469661,-20.662306,603.374226,2.61201,21492.623572,0.969697,32,0.010101,2,0.989899,196,0.030303,1,0.941176,0.969697,0.955224,0.947775,0.977426,0.900645,0.943723,0.00938,0.99062,0.056277,0.949126,0.943723,0.943619,0.93613,0.974343,0.921098,0.943619,0.943723,0.748,0.001,0.73,0,730,0,14605,395160,45888,94.805195,14.965986,?,?,19
segment,1,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,2079,231,221,10,0,95.670996,4.329004,0,0.949495,0.016804,0.110175,6.861668,31.484991,648.498987,3275.047581,-2626.548594,2.807355,14.177695,-11.37034,612.794144,2.652789,21828.167846,0.969697,32,0,0,1,198,0.030303,1,1,0.969697,0.984615,0.982255,0.984848,0.974026,0.95671,0.007215,0.992785,0.04329,0.957069,0.95671,0.956704,0.949616,0.983121,0.934637,0.956704,0.95671,0.614,0.001,0.6,0,600,0,16726,395160,45888,96.103896,17.130489,?,?,24
segment,1,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,2079,231,220,11,0,95.238095,4.761905,0,0.944444,0.01855,0.113492,7.574399,32.432929,648.498987,5403.681267,-4755.18228,2.807355,23.39256,-20.585205,609.355553,2.637903,21705.682741,0.969697,32,0.005051,1,0.994949,197,0.030303,1,0.969697,0.969697,0.969697,0.964646,0.977732,0.931231,0.952381,0.007937,0.992063,0.047619,0.952993,0.952381,0.951858,0.944499,0.980913,0.93403,0.951858,0.952381,0.827,0.001,0.8,0.01,800,10,14974,395160,45888,96.536797,17.130489,?,?,20
segment,1,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,2079,231,221,10,0,95.670996,4.329004,0,0.949495,0.01679,0.107585,6.855816,30.744846,648.498987,3264.559176,-2616.060189,2.807355,14.132291,-11.324936,613.533558,2.655989,21854.506306,1,33,0.010101,2,0.989899,196,0,0,0.942857,1,0.970588,0.966092,0.993802,0.931169,0.95671,0.007215,0.992785,0.04329,0.958089,0.95671,0.956733,0.949974,0.986095,0.938742,0.956733,0.95671,0.586,0.001,0.58,0,580,0,13109,395160,45888,96.969697,16.94496,?,?,17
segment,1,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,2079,231,221,10,0,95.670996,4.329004,0,0.949495,0.015782,0.110459,6.444209,31.566223,648.498987,3275.948307,-2627.44932,2.807355,14.181594,-11.374239,614.112198,2.658494,21875.117862,1,33,0.005051,1,0.994949,197,0,0,0.970588,1,0.985075,0.982693,0.997475,0.970588,0.95671,0.007215,0.992785,0.04329,0.956385,0.95671,0.956303,0.949267,0.98416,0.938645,0.956303,0.95671,0.51,0,0.5,0,500,0,14816,395160,45888,95.670996,14.533086,?,?,22
segment,1,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,2079,231,223,8,0,96.536797,3.463203,0,0.959596,0.012551,0.092937,5.124864,26.559027,648.498987,1110.270031,-461.771044,2.807355,4.806364,-1.999009,621.734488,2.691491,22146.629296,0.969697,32,0.005051,1,0.994949,197,0.030303,1,0.969697,0.969697,0.969697,0.964646,0.996097,0.95992,0.965368,0.005772,0.994228,0.034632,0.966962,0.965368,0.964715,0.959945,0.99484,0.974476,0.964715,0.965368,0.663,0.001,0.66,0.01,660,10,14216,395160,45888,98.268398,15.522573,?,?,20
vehicle,1,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,761,85,51,34,0,60,40,0,0.464815,0.233367,0.367314,62.258911,84.847742,169.911824,4393.564783,-4223.652959,1.998963,51.688997,-49.690035,80.187325,0.94338,4011.193591,0.095238,2,0.046875,3,0.953125,61,0.904762,19,0.4,0.095238,0.153846,0.088651,0.728795,0.429099,0.6,0.136985,0.863015,0.4,0.56854,0.6,0.551815,0.448895,0.798567,0.548312,0.552933,0.6,0.182,0,0.18,0,180,0,11393,139930,17574,91.764706,57.647059,?,?,15
vehicle,1,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20160817.1417,761,85,66,19,0,77.647059,22.352941,0,0.701644,0.182725,0.314593,48.748281,72.669408,169.911824,3296.056096,-3126.144273,1.998963,38.777131,-36.778168,103.933579,1.222748,5199.047414,0.666667,14,0.09375,6,0.90625,58,0.333333,7,0.7,0.666667,0.682927,0.582532,0.792783,0.564027,0.776471,0.075593,0.924407,0.223529,0.774644,0.776471,0.774874,0.700418,0.85377,0.692592,0.776032,0.776471,0.14,0,0.14,0,140,0,11184,139930,17574,94.117647,56.764706,?,?,15
